AREA_PERIL_ID,PERIL_ID,COVERAGE_TYPE,LAT1,LON1,LAT2,LON2,LAT3,LON3,LAT4,LON4
12298,QEQ,1,18.8375,-71.8958333333,18.8708333333,-71.8958333333,18.8375,-71.8625,18.8708333333,-71.8625
12299,QEQ,1,18.8708333333,-71.8958333333,18.9041666667,-71.8958333333,18.8708333333,-71.8625,18.9041666667,-71.8625
12300,QEQ,1,18.9041666667,-71.8958333333,18.9375,-71.8958333333,18.9041666667,-71.8625,18.9375,-71.8625
12301,QEQ,1,18.9375,-71.8958333333,18.9708333333,-71.8958333333,18.9375,-71.8625,18.9708333333,-71.8625
12302,QEQ,1,18.9708333333,-71.8958333333,19.0041666667,-71.8958333333,18.9708333333,-71.8625,19.0041666667,-71.8625
12303,QEQ,1,19.0041666667,-71.8958333333,19.0375,-71.8958333333,19.0041666667,-71.8625,19.0375,-71.8625
12304,QEQ,1,19.0375,-71.8958333333,19.0708333333,-71.8958333333,19.0375,-71.8625,19.0708333333,-71.8625
12305,QEQ,1,17.9708333333,-71.8625,18.0041666667,-71.8625,17.9708333333,-71.8291666667,18.0041666667,-71.8291666667
12306,QEQ,1,18.0041666667,-71.8625,18.0375,-71.8625,18.0041666667,-71.8291666667,18.0375,-71.8291666667
12307,QEQ,1,18.0375,-71.8625,18.0708333333,-71.8625,18.0375,-71.8291666667,18.0708333333,-71.8291666667
12308,QEQ,1,18.0708333333,-71.8625,18.1041666667,-71.8625,18.0708333333,-71.8291666667,18.1041666667,-71.8291666667
12309,QEQ,1,18.1041666667,-71.8625,18.1375,-71.8625,18.1041666667,-71.8291666667,18.1375,-71.8291666667
12310,QEQ,1,18.1375,-71.8625,18.1708333333,-71.8625,18.1375,-71.8291666667,18.1708333333,-71.8291666667
12311,QEQ,1,18.1708333333,-71.8625,18.2041666667,-71.8625,18.1708333333,-71.8291666667,18.2041666667,-71.8291666667
12312,QEQ,1,18.2041666667,-71.8625,18.2375,-71.8625,18.2041666667,-71.8291666667,18.2375,-71.8291666667
12313,QEQ,1,18.2375,-71.8625,18.2708333333,-71.8625,18.2375,-71.8291666667,18.2708333333,-71.8291666667
12314,QEQ,1,18.2708333333,-71.8625,18.3041666667,-71.8625,18.2708333333,-71.8291666667,18.3041666667,-71.8291666667
12315,QEQ,1,18.3041666667,-71.8625,18.3375,-71.8625,18.3041666667,-71.8291666667,18.3375,-71.8291666667
12316,QEQ,1,18.3375,-71.8625,18.3708333333,-71.8625,18.3375,-71.8291666667,18.3708333333,-71.8291666667
12317,QEQ,1,18.3708333333,-71.8625,18.4041666667,-71.8625,18.3708333333,-71.8291666667,18.4041666667,-71.8291666667
12318,QEQ,1,18.4041666667,-71.8625,18.4375,-71.8625,18.4041666667,-71.8291666667,18.4375,-71.8291666667
12319,QEQ,1,18.4375,-71.8625,18.4708333333,-71.8625,18.4375,-71.8291666667,18.4708333333,-71.8291666667
12320,QEQ,1,18.4708333333,-71.8625,18.5041666667,-71.8625,18.4708333333,-71.8291666667,18.5041666667,-71.8291666667
12321,QEQ,1,18.5041666667,-71.8625,18.5375,-71.8625,18.5041666667,-71.8291666667,18.5375,-71.8291666667
12322,QEQ,1,18.5375,-71.8625,18.5708333333,-71.8625,18.5375,-71.8291666667,18.5708333333,-71.8291666667
12323,QEQ,1,18.5708333333,-71.8625,18.6041666667,-71.8625,18.5708333333,-71.8291666667,18.6041666667,-71.8291666667
12324,QEQ,1,18.6041666667,-71.8625,18.6375,-71.8625,18.6041666667,-71.8291666667,18.6375,-71.8291666667
12325,QEQ,1,18.6375,-71.8625,18.6708333333,-71.8625,18.6375,-71.8291666667,18.6708333333,-71.8291666667
12326,QEQ,1,18.6708333333,-71.8625,18.7041666667,-71.8625,18.6708333333,-71.8291666667,18.7041666667,-71.8291666667
12327,QEQ,1,18.7041666667,-71.8625,18.7375,-71.8625,18.7041666667,-71.8291666667,18.7375,-71.8291666667
12328,QEQ,1,18.7375,-71.8625,18.7708333333,-71.8625,18.7375,-71.8291666667,18.7708333333,-71.8291666667
12329,QEQ,1,18.8375,-71.8625,18.8708333333,-71.8625,18.8375,-71.8291666667,18.8708333333,-71.8291666667
12330,QEQ,1,18.8708333333,-71.8625,18.9041666667,-71.8625,18.8708333333,-71.8291666667,18.9041666667,-71.8291666667
12331,QEQ,1,18.9041666667,-71.8625,18.9375,-71.8625,18.9041666667,-71.8291666667,18.9375,-71.8291666667
12332,QEQ,1,18.9375,-71.8625,18.9708333333,-71.8625,18.9375,-71.8291666667,18.9708333333,-71.8291666667
12333,QEQ,1,18.9708333333,-71.8625,19.0041666667,-71.8625,18.9708333333,-71.8291666667,19.0041666667,-71.8291666667
12334,QEQ,1,19.0041666667,-71.8625,19.0375,-71.8625,19.0041666667,-71.8291666667,19.0375,-71.8291666667
12335,QEQ,1,19.0375,-71.8625,19.0708333333,-71.8625,19.0375,-71.8291666667,19.0708333333,-71.8291666667
12336,QEQ,1,19.0708333333,-71.8625,19.1041666667,-71.8625,19.0708333333,-71.8291666667,19.1041666667,-71.8291666667
12337,QEQ,1,19.2708333333,-71.8625,19.3041666667,-71.8625,19.2708333333,-71.8291666667,19.3041666667,-71.8291666667
12338,QEQ,1,19.3041666667,-71.8625,19.3375,-71.8625,19.3041666667,-71.8291666667,19.3375,-71.8291666667
12339,QEQ,1,19.3375,-71.8625,19.3708333333,-71.8625,19.3375,-71.8291666667,19.3708333333,-71.8291666667
12340,QEQ,1,19.3708333333,-71.8625,19.4041666667,-71.8625,19.3708333333,-71.8291666667,19.4041666667,-71.8291666667
12341,QEQ,1,19.6708333333,-71.8625,19.7041666667,-71.8625,19.6708333333,-71.8291666667,19.7041666667,-71.8291666667
12342,QEQ,1,19.7041666667,-71.8625,19.7375,-71.8625,19.7041666667,-71.8291666667,19.7375,-71.8291666667
12343,QEQ,1,19.7375,-71.8625,19.7708333333,-71.8625,19.7375,-71.8291666667,19.7708333333,-71.8291666667
12344,QEQ,1,19.7708333333,-71.8625,19.8041666667,-71.8625,19.7708333333,-71.8291666667,19.8041666667,-71.8291666667
12345,QEQ,1,19.8041666667,-71.8625,19.8375,-71.8625,19.8041666667,-71.8291666667,19.8375,-71.8291666667
12346,QEQ,1,19.5541666667,-71.8291666667,19.5708333333,-71.8291666667,19.5541666667,-71.8125,19.5708333333,-71.8125
12347,QEQ,1,17.9375,-71.8291666667,17.9708333333,-71.8291666667,17.9375,-71.7958333333,17.9708333333,-71.7958333333
12348,QEQ,1,17.9708333333,-71.8291666667,18.0041666667,-71.8291666667,17.9708333333,-71.7958333333,18.0041666667,-71.7958333333
12349,QEQ,1,18.0041666667,-71.8291666667,18.0375,-71.8291666667,18.0041666667,-71.7958333333,18.0375,-71.7958333333
12350,QEQ,1,18.0375,-71.8291666667,18.0708333333,-71.8291666667,18.0375,-71.7958333333,18.0708333333,-71.7958333333
12351,QEQ,1,18.0708333333,-71.8291666667,18.1041666667,-71.8291666667,18.0708333333,-71.7958333333,18.1041666667,-71.7958333333
12352,QEQ,1,18.1041666667,-71.8291666667,18.1375,-71.8291666667,18.1041666667,-71.7958333333,18.1375,-71.7958333333
12353,QEQ,1,18.1375,-71.8291666667,18.1708333333,-71.8291666667,18.1375,-71.7958333333,18.1708333333,-71.7958333333
12354,QEQ,1,18.1708333333,-71.8291666667,18.2041666667,-71.8291666667,18.1708333333,-71.7958333333,18.2041666667,-71.7958333333
12355,QEQ,1,18.2041666667,-71.8291666667,18.2375,-71.8291666667,18.2041666667,-71.7958333333,18.2375,-71.7958333333
12356,QEQ,1,18.2375,-71.8291666667,18.2708333333,-71.8291666667,18.2375,-71.7958333333,18.2708333333,-71.7958333333
12357,QEQ,1,18.2708333333,-71.8291666667,18.3041666667,-71.8291666667,18.2708333333,-71.7958333333,18.3041666667,-71.7958333333
12358,QEQ,1,18.3041666667,-71.8291666667,18.3375,-71.8291666667,18.3041666667,-71.7958333333,18.3375,-71.7958333333
12359,QEQ,1,18.3375,-71.8291666667,18.3708333333,-71.8291666667,18.3375,-71.7958333333,18.3708333333,-71.7958333333
12360,QEQ,1,18.3708333333,-71.8291666667,18.4041666667,-71.8291666667,18.3708333333,-71.7958333333,18.4041666667,-71.7958333333
12361,QEQ,1,18.4041666667,-71.8291666667,18.4375,-71.8291666667,18.4041666667,-71.7958333333,18.4375,-71.7958333333
12362,QEQ,1,18.4375,-71.8291666667,18.4708333333,-71.8291666667,18.4375,-71.7958333333,18.4708333333,-71.7958333333
12363,QEQ,1,18.4708333333,-71.8291666667,18.5041666667,-71.8291666667,18.4708333333,-71.7958333333,18.5041666667,-71.7958333333
12364,QEQ,1,18.5041666667,-71.8291666667,18.5375,-71.8291666667,18.5041666667,-71.7958333333,18.5375,-71.7958333333
12365,QEQ,1,18.5375,-71.8291666667,18.5708333333,-71.8291666667,18.5375,-71.7958333333,18.5708333333,-71.7958333333
12366,QEQ,1,18.5708333333,-71.8291666667,18.6041666667,-71.8291666667,18.5708333333,-71.7958333333,18.6041666667,-71.7958333333
12367,QEQ,1,18.6041666667,-71.8291666667,18.6375,-71.8291666667,18.6041666667,-71.7958333333,18.6375,-71.7958333333
12368,QEQ,1,18.6375,-71.8291666667,18.6708333333,-71.8291666667,18.6375,-71.7958333333,18.6708333333,-71.7958333333
12369,QEQ,1,18.6708333333,-71.8291666667,18.7041666667,-71.8291666667,18.6708333333,-71.7958333333,18.7041666667,-71.7958333333
12370,QEQ,1,18.7041666667,-71.8291666667,18.7375,-71.8291666667,18.7041666667,-71.7958333333,18.7375,-71.7958333333
12371,QEQ,1,18.7375,-71.8291666667,18.7708333333,-71.8291666667,18.7375,-71.7958333333,18.7708333333,-71.7958333333
12372,QEQ,1,18.7708333333,-71.8291666667,18.8041666667,-71.8291666667,18.7708333333,-71.7958333333,18.8041666667,-71.7958333333
12373,QEQ,1,18.8041666667,-71.8291666667,18.8375,-71.8291666667,18.8041666667,-71.7958333333,18.8375,-71.7958333333
12374,QEQ,1,18.8375,-71.8291666667,18.8708333333,-71.8291666667,18.8375,-71.7958333333,18.8708333333,-71.7958333333
12375,QEQ,1,18.8708333333,-71.8291666667,18.9041666667,-71.8291666667,18.8708333333,-71.7958333333,18.9041666667,-71.7958333333
12376,QEQ,1,18.9041666667,-71.8291666667,18.9375,-71.8291666667,18.9041666667,-71.7958333333,18.9375,-71.7958333333
12377,QEQ,1,18.9375,-71.8291666667,18.9708333333,-71.8291666667,18.9375,-71.7958333333,18.9708333333,-71.7958333333
12378,QEQ,1,18.9708333333,-71.8291666667,19.0041666667,-71.8291666667,18.9708333333,-71.7958333333,19.0041666667,-71.7958333333
12379,QEQ,1,19.0041666667,-71.8291666667,19.0375,-71.8291666667,19.0041666667,-71.7958333333,19.0375,-71.7958333333
12380,QEQ,1,19.0375,-71.8291666667,19.0708333333,-71.8291666667,19.0375,-71.7958333333,19.0708333333,-71.7958333333
12381,QEQ,1,19.0708333333,-71.8291666667,19.1041666667,-71.8291666667,19.0708333333,-71.7958333333,19.1041666667,-71.7958333333
12382,QEQ,1,19.2041666667,-71.8291666667,19.2375,-71.8291666667,19.2041666667,-71.7958333333,19.2375,-71.7958333333
12383,QEQ,1,19.2375,-71.8291666667,19.2708333333,-71.8291666667,19.2375,-71.7958333333,19.2708333333,-71.7958333333
12384,QEQ,1,19.2708333333,-71.8291666667,19.3041666667,-71.8291666667,19.2708333333,-71.7958333333,19.3041666667,-71.7958333333
12385,QEQ,1,19.3041666667,-71.8291666667,19.3375,-71.8291666667,19.3041666667,-71.7958333333,19.3375,-71.7958333333
12386,QEQ,1,19.3375,-71.8291666667,19.3708333333,-71.8291666667,19.3375,-71.7958333333,19.3708333333,-71.7958333333
12387,QEQ,1,19.3708333333,-71.8291666667,19.4041666667,-71.8291666667,19.3708333333,-71.7958333333,19.4041666667,-71.7958333333
12388,QEQ,1,19.4041666667,-71.8291666667,19.4375,-71.8291666667,19.4041666667,-71.7958333333,19.4375,-71.7958333333
12389,QEQ,1,19.5708333333,-71.8291666667,19.6041666667,-71.8291666667,19.5708333333,-71.7958333333,19.6041666667,-71.7958333333
12390,QEQ,1,19.6041666667,-71.8291666667,19.6375,-71.8291666667,19.6041666667,-71.7958333333,19.6375,-71.7958333333
12391,QEQ,1,19.6375,-71.8291666667,19.6708333333,-71.8291666667,19.6375,-71.7958333333,19.6708333333,-71.7958333333
12392,QEQ,1,19.6708333333,-71.8291666667,19.7041666667,-71.8291666667,19.6708333333,-71.7958333333,19.7041666667,-71.7958333333
12393,QEQ,1,19.7041666667,-71.8291666667,19.7375,-71.8291666667,19.7041666667,-71.7958333333,19.7375,-71.7958333333
12394,QEQ,1,19.7375,-71.8291666667,19.7708333333,-71.8291666667,19.7375,-71.7958333333,19.7708333333,-71.7958333333
12395,QEQ,1,19.7708333333,-71.8291666667,19.8041666667,-71.8291666667,19.7708333333,-71.7958333333,19.8041666667,-71.7958333333
12396,QEQ,1,19.8041666667,-71.8291666667,19.8375,-71.8291666667,19.8041666667,-71.7958333333,19.8375,-71.7958333333
12397,QEQ,1,19.8375,-71.8291666667,19.8708333333,-71.8291666667,19.8375,-71.7958333333,19.8708333333,-71.7958333333
12398,QEQ,1,19.5375,-71.8125,19.5541666667,-71.8125,19.5375,-71.7958333333,19.5541666667,-71.7958333333
12399,QEQ,1,19.5541666667,-71.8125,19.5708333333,-71.8125,19.5541666667,-71.7958333333,19.5708333333,-71.7958333333
12400,QEQ,1,19.5375,-71.7958333333,19.5541666667,-71.7958333333,19.5375,-71.7791666667,19.5541666667,-71.7791666667
12401,QEQ,1,19.5541666667,-71.7958333333,19.5708333333,-71.7958333333,19.5541666667,-71.7791666667,19.5708333333,-71.7791666667
12402,QEQ,1,17.9375,-71.7958333333,17.9708333333,-71.7958333333,17.9375,-71.7625,17.9708333333,-71.7625
12403,QEQ,1,17.9708333333,-71.7958333333,18.0041666667,-71.7958333333,17.9708333333,-71.7625,18.0041666667,-71.7625
12404,QEQ,1,18.0041666667,-71.7958333333,18.0375,-71.7958333333,18.0041666667,-71.7625,18.0375,-71.7625
12405,QEQ,1,18.0375,-71.7958333333,18.0708333333,-71.7958333333,18.0375,-71.7625,18.0708333333,-71.7625
12406,QEQ,1,18.0708333333,-71.7958333333,18.1041666667,-71.7958333333,18.0708333333,-71.7625,18.1041666667,-71.7625
12407,QEQ,1,18.1041666667,-71.7958333333,18.1375,-71.7958333333,18.1041666667,-71.7625,18.1375,-71.7625
12408,QEQ,1,18.1375,-71.7958333333,18.1708333333,-71.7958333333,18.1375,-71.7625,18.1708333333,-71.7625
12409,QEQ,1,18.1708333333,-71.7958333333,18.2041666667,-71.7958333333,18.1708333333,-71.7625,18.2041666667,-71.7625
12410,QEQ,1,18.2041666667,-71.7958333333,18.2375,-71.7958333333,18.2041666667,-71.7625,18.2375,-71.7625
12411,QEQ,1,18.2375,-71.7958333333,18.2708333333,-71.7958333333,18.2375,-71.7625,18.2708333333,-71.7625
12412,QEQ,1,18.2708333333,-71.7958333333,18.3041666667,-71.7958333333,18.2708333333,-71.7625,18.3041666667,-71.7625
12413,QEQ,1,18.3041666667,-71.7958333333,18.3375,-71.7958333333,18.3041666667,-71.7625,18.3375,-71.7625
12414,QEQ,1,18.3375,-71.7958333333,18.3708333333,-71.7958333333,18.3375,-71.7625,18.3708333333,-71.7625
12415,QEQ,1,18.3708333333,-71.7958333333,18.4041666667,-71.7958333333,18.3708333333,-71.7625,18.4041666667,-71.7625
12416,QEQ,1,18.4041666667,-71.7958333333,18.4375,-71.7958333333,18.4041666667,-71.7625,18.4375,-71.7625
12417,QEQ,1,18.4375,-71.7958333333,18.4708333333,-71.7958333333,18.4375,-71.7625,18.4708333333,-71.7625
12418,QEQ,1,18.4708333333,-71.7958333333,18.5041666667,-71.7958333333,18.4708333333,-71.7625,18.5041666667,-71.7625
12419,QEQ,1,18.5041666667,-71.7958333333,18.5375,-71.7958333333,18.5041666667,-71.7625,18.5375,-71.7625
12420,QEQ,1,18.5375,-71.7958333333,18.5708333333,-71.7958333333,18.5375,-71.7625,18.5708333333,-71.7625
12421,QEQ,1,18.5708333333,-71.7958333333,18.6041666667,-71.7958333333,18.5708333333,-71.7625,18.6041666667,-71.7625
12422,QEQ,1,18.6041666667,-71.7958333333,18.6375,-71.7958333333,18.6041666667,-71.7625,18.6375,-71.7625
12423,QEQ,1,18.6375,-71.7958333333,18.6708333333,-71.7958333333,18.6375,-71.7625,18.6708333333,-71.7625
12424,QEQ,1,18.6708333333,-71.7958333333,18.7041666667,-71.7958333333,18.6708333333,-71.7625,18.7041666667,-71.7625
12425,QEQ,1,18.7041666667,-71.7958333333,18.7375,-71.7958333333,18.7041666667,-71.7625,18.7375,-71.7625
12426,QEQ,1,18.7375,-71.7958333333,18.7708333333,-71.7958333333,18.7375,-71.7625,18.7708333333,-71.7625
12427,QEQ,1,18.7708333333,-71.7958333333,18.8041666667,-71.7958333333,18.7708333333,-71.7625,18.8041666667,-71.7625
12428,QEQ,1,18.8041666667,-71.7958333333,18.8375,-71.7958333333,18.8041666667,-71.7625,18.8375,-71.7625
12429,QEQ,1,18.8375,-71.7958333333,18.8708333333,-71.7958333333,18.8375,-71.7625,18.8708333333,-71.7625
12430,QEQ,1,18.8708333333,-71.7958333333,18.9041666667,-71.7958333333,18.8708333333,-71.7625,18.9041666667,-71.7625
12431,QEQ,1,18.9041666667,-71.7958333333,18.9375,-71.7958333333,18.9041666667,-71.7625,18.9375,-71.7625
12432,QEQ,1,18.9375,-71.7958333333,18.9708333333,-71.7958333333,18.9375,-71.7625,18.9708333333,-71.7625
12433,QEQ,1,18.9708333333,-71.7958333333,19.0041666667,-71.7958333333,18.9708333333,-71.7625,19.0041666667,-71.7625
12434,QEQ,1,19.0041666667,-71.7958333333,19.0375,-71.7958333333,19.0041666667,-71.7625,19.0375,-71.7625
12435,QEQ,1,19.0375,-71.7958333333,19.0708333333,-71.7958333333,19.0375,-71.7625,19.0708333333,-71.7625
12436,QEQ,1,19.0708333333,-71.7958333333,19.1041666667,-71.7958333333,19.0708333333,-71.7625,19.1041666667,-71.7625
12437,QEQ,1,19.1041666667,-71.7958333333,19.1375,-71.7958333333,19.1041666667,-71.7625,19.1375,-71.7625
